sample_id,status,original_performance,optimized_performance,param_changes,top_params
335,success,[130.  277.   47.5],[160.27  328.28   46.755],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.096193425), 'change_pct': np.float32(861.93427)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.040837865), 'change_pct': np.float32(1053.6697)}, {'param_index': np.int64(5), 'original': np.float32(0.8351648), 'optimized': np.float32(0.75033355), 'change_pct': np.float32(-10.157425)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08031531), 'change_pct': np.float32(5602.3867)}, {'param_index': np.int64(12), 'original': np.float32(0.93172693), 'optimized': np.float32(0.8738465), 'change_pct': np.float32(-6.21217)}]","[2, 0, 5, 1, 12]"
338,success,[133.  275.   50.5],[161.37  325.84   45.975],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.09878822), 'change_pct': np.float32(558.588)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.042661387), 'change_pct': np.float32(1346.2211)}, {'param_index': np.int64(5), 'original': np.float32(0.82417583), 'optimized': np.float32(0.7306921), 'change_pct': np.float32(-11.342694)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8751694), 'change_pct': np.float32(-7.269293)}]","[2, 0, 5, 1, 12]"
357,failed,[469. 576.  21.],,,"[6, 2, 0, 1, 12]"
358,success,[400. 679.  21.],[386.86  619.24   29.665],"[{'param_index': np.int64(2), 'original': np.float32(0.91), 'optimized': np.float32(0.96337265), 'change_pct': np.float32(5.8651233)}, {'param_index': np.int64(0), 'original': np.float32(0.42182887), 'optimized': np.float32(0.35011774), 'change_pct': np.float32(-17.000051)}, {'param_index': np.int64(1), 'original': np.float32(0.33802816), 'optimized': np.float32(0.23896898), 'change_pct': np.float32(-29.305008)}, {'param_index': np.int64(12), 'original': np.float32(0.309237), 'optimized': np.float32(0.3903587), 'change_pct': np.float32(26.232851)}, {'param_index': np.int64(5), 'original': np.float32(0.23076922), 'optimized': np.float32(0.15048933), 'change_pct': np.float32(-34.787952)}]","[2, 0, 1, 12, 5]"
364,success,[125. 283.  47.],[161.97  326.27   46.285],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.096193425), 'change_pct': np.float32(861.93427)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.040837865), 'change_pct': np.float32(1053.6697)}, {'param_index': np.int64(5), 'original': np.float32(0.8351648), 'optimized': np.float32(0.75033355), 'change_pct': np.float32(-10.157425)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08031531), 'change_pct': np.float32(5602.3867)}, {'param_index': np.int64(12), 'original': np.float32(0.939759), 'optimized': np.float32(0.87980497), 'change_pct': np.float32(-6.379726)}]","[2, 0, 5, 1, 12]"
419,success,[131. 272.  49.],[161.2 325.1  47.2],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10620379), 'change_pct': np.float32(962.03796)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.09152567), 'change_pct': np.float32(2485.6)}, {'param_index': np.int64(5), 'original': np.float32(0.7692308), 'optimized': np.float32(0.7290655), 'change_pct': np.float32(-5.2214894)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08900411), 'change_pct': np.float32(6219.2915)}, {'param_index': np.int64(12), 'original': np.float32(0.9196787), 'optimized': np.float32(0.8766829), 'change_pct': np.float32(-4.6750903)}]","[2, 0, 5, 1, 12]"
428,success,[136. 277.  48.],[161.89  324.81   46.315],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.09878822), 'change_pct': np.float32(558.588)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.043403327), 'change_pct': np.float32(819.60803)}, {'param_index': np.int64(5), 'original': np.float32(0.7582417), 'optimized': np.float32(0.66475797), 'change_pct': np.float32(-12.329017)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.9196787), 'optimized': np.float32(0.8559995), 'change_pct': np.float32(-6.924066)}]","[2, 0, 5, 1, 12]"
441,success,[453.  812.   21.5],[440.33  724.35   28.395],"[{'param_index': np.int64(2), 'original': np.float32(0.91), 'optimized': np.float32(0.82365805), 'change_pct': np.float32(-9.488129)}, {'param_index': np.int64(0), 'original': np.float32(0.7522124), 'optimized': np.float32(0.84594405), 'change_pct': np.float32(12.460794)}, {'param_index': np.int64(1), 'original': np.float32(0.5492958), 'optimized': np.float32(0.51850754), 'change_pct': np.float32(-5.605039)}, {'param_index': np.int64(3), 'original': np.float32(0.26966295), 'optimized': np.float32(0.17348924), 'change_pct': np.float32(-35.664413)}, {'param_index': np.int64(5), 'original': np.float32(0.021978023), 'optimized': np.float32(0.07113466), 'change_pct': np.float32(223.66269)}]","[2, 0, 1, 3, 5]"
443,success,[449.  803.   21.5],[452.8   687.73   28.255],"[{'param_index': np.int64(2), 'original': np.float32(0.88500005), 'optimized': np.float32(0.7916134), 'change_pct': np.float32(-10.552163)}, {'param_index': np.int64(0), 'original': np.float32(0.6991151), 'optimized': np.float32(0.79738545), 'change_pct': np.float32(14.056392)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.4898174), 'change_pct': np.float32(-8.481483)}, {'param_index': np.int64(3), 'original': np.float32(0.2247191), 'optimized': np.float32(0.13718763), 'change_pct': np.float32(-38.951508)}, {'param_index': np.int64(5), 'original': np.float32(0.08791209), 'optimized': np.float32(0.05574747), 'change_pct': np.float32(-36.587254)}]","[2, 0, 1, 3, 5]"
449,success,[454. 557.  22.],[417.98  541.32   30.295],"[{'param_index': np.int64(6), 'original': np.float32(0.6909091), 'optimized': np.float32(0.60758674), 'change_pct': np.float32(-12.059813)}, {'param_index': np.int64(2), 'original': np.float32(0.47), 'optimized': np.float32(0.37257248), 'change_pct': np.float32(-20.72926)}, {'param_index': np.int64(0), 'original': np.float32(0.38643065), 'optimized': np.float32(0.3007663), 'change_pct': np.float32(-22.168108)}, {'param_index': np.int64(1), 'original': np.float32(0.26760563), 'optimized': np.float32(0.18307638), 'change_pct': np.float32(-31.587246)}, {'param_index': np.int64(12), 'original': np.float32(0.3734939), 'optimized': np.float32(0.32879308), 'change_pct': np.float32(-11.968289)}]","[6, 2, 0, 1, 12]"
470,success,[437. 807.  22.],[447.8  693.9   27.76],"[{'param_index': np.int64(2), 'original': np.float32(0.89500004), 'optimized': np.float32(0.82387793), 'change_pct': np.float32(-7.946604)}, {'param_index': np.int64(0), 'original': np.float32(0.68731564), 'optimized': np.float32(0.73331314), 'change_pct': np.float32(6.6923404)}, {'param_index': np.int64(1), 'original': np.float32(0.5492958), 'optimized': np.float32(0.55343205), 'change_pct': np.float32(0.7530122)}, {'param_index': np.int64(3), 'original': np.float32(0.2247191), 'optimized': np.float32(0.1393649), 'change_pct': np.float32(-37.98262)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.004323018), 'change_pct': np.float32(-90.16514)}]","[2, 0, 1, 3, 5]"
474,success,[395. 620.  20.],[384.63 610.09  30.24],"[{'param_index': np.int64(2), 'original': np.float32(0.88500005), 'optimized': np.float32(0.8272417), 'change_pct': np.float32(-6.5263643)}, {'param_index': np.int64(0), 'original': np.float32(0.4277286), 'optimized': np.float32(0.40646297), 'change_pct': np.float32(-4.971757)}, {'param_index': np.int64(1), 'original': np.float32(0.32394367), 'optimized': np.float32(0.22911301), 'change_pct': np.float32(-29.273811)}, {'param_index': np.int64(12), 'original': np.float32(0.2931726), 'optimized': np.float32(0.19722521), 'change_pct': np.float32(-32.72727)}, {'param_index': np.int64(5), 'original': np.float32(0.25274724), 'optimized': np.float32(0.15658753), 'change_pct': np.float32(-38.0458)}]","[2, 0, 1, 12, 5]"
477,success,[146.  277.   48.5],[167.1   285.47   45.845],"[{'param_index': np.int64(2), 'original': np.float32(0.020000001), 'optimized': np.float32(0.025174344), 'change_pct': np.float32(25.871712)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.09891272), 'change_pct': np.float32(3253.141)}, {'param_index': np.int64(5), 'original': np.float32(0.6923077), 'optimized': np.float32(0.59852445), 'change_pct': np.float32(-13.54647)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.056324106), 'change_pct': np.float32(3899.0112)}, {'param_index': np.int64(6), 'original': np.float32(0.0), 'optimized': np.float32(0.006259799), 'change_pct': np.float32(inf)}]","[2, 0, 5, 1, 6]"
490,success,[132.  275.   48.5],[159.32 326.49  45.63],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.10357497), 'change_pct': np.float32(935.7497)}, {'param_index': np.int64(0), 'original': np.float32(0.0029498525), 'optimized': np.float32(0.045868322), 'change_pct': np.float32(1454.9362)}, {'param_index': np.int64(5), 'original': np.float32(0.8351648), 'optimized': np.float32(0.74676293), 'change_pct': np.float32(-10.584959)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.0656027), 'change_pct': np.float32(4557.7915)}, {'param_index': np.int64(12), 'original': np.float32(0.9277108), 'optimized': np.float32(0.8558287), 'change_pct': np.float32(-7.7483273)}]","[2, 0, 5, 1, 12]"
514,success,[133.  273.   48.5],[161.28 323.91  47.32],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.09439763), 'change_pct': np.float32(843.9763)}, {'param_index': np.int64(0), 'original': np.float32(0.0017699115), 'optimized': np.float32(0.042166766), 'change_pct': np.float32(2282.4224)}, {'param_index': np.int64(5), 'original': np.float32(0.7582417), 'optimized': np.float32(0.66475797), 'change_pct': np.float32(-12.329017)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8751694), 'change_pct': np.float32(-7.269293)}]","[2, 0, 5, 1, 12]"
525,success,[133.  285.   46.5],[160.86  323.815  46.6  ],"[{'param_index': np.int64(2), 'original': np.float32(0.01), 'optimized': np.float32(0.096193425), 'change_pct': np.float32(861.93427)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.04130862), 'change_pct': np.float32(775.2264)}, {'param_index': np.int64(5), 'original': np.float32(0.7582417), 'optimized': np.float32(0.6734105), 'change_pct': np.float32(-11.187889)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.08031531), 'change_pct': np.float32(5602.3867)}, {'param_index': np.int64(12), 'original': np.float32(0.939759), 'optimized': np.float32(0.87980497), 'change_pct': np.float32(-6.379726)}]","[2, 0, 5, 1, 12]"
545,success,[135. 277.  47.],[162.14  325.89   46.345],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.110547714), 'change_pct': np.float32(636.9846)}, {'param_index': np.int64(0), 'original': np.float32(0.004129794), 'optimized': np.float32(0.04464983), 'change_pct': np.float32(981.1636)}, {'param_index': np.int64(5), 'original': np.float32(0.8131868), 'optimized': np.float32(0.8965589), 'change_pct': np.float32(10.252509)}, {'param_index': np.int64(1), 'original': np.float32(0.0028169015), 'optimized': np.float32(0.0019692392), 'change_pct': np.float32(-30.092012)}, {'param_index': np.int64(12), 'original': np.float32(0.9437752), 'optimized': np.float32(0.8487509), 'change_pct': np.float32(-10.06853)}]","[2, 0, 5, 1, 12]"
555,success,[134.  277.   47.5],[162.05  328.49   45.455],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.08970896), 'change_pct': np.float32(498.05966)}, {'param_index': np.int64(0), 'original': np.float32(0.003539823), 'optimized': np.float32(0.099611476), 'change_pct': np.float32(2714.0242)}, {'param_index': np.int64(5), 'original': np.float32(0.8131868), 'optimized': np.float32(0.89784586), 'change_pct': np.float32(10.410774)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.021878174), 'change_pct': np.float32(1453.3502)}, {'param_index': np.int64(12), 'original': np.float32(0.93574286), 'optimized': np.float32(0.8469348), 'change_pct': np.float32(-9.490648)}]","[2, 0, 5, 1, 12]"
556,success,[520.  858.   20.5],[449.79 710.42  27.35],"[{'param_index': np.int64(2), 'original': np.float32(0.94000006), 'optimized': np.float32(0.8859959), 'change_pct': np.float32(-5.74512)}, {'param_index': np.int64(0), 'original': np.float32(0.72861356), 'optimized': np.float32(0.7417076), 'change_pct': np.float32(1.797121)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.4367731), 'change_pct': np.float32(-18.392395)}, {'param_index': np.int64(3), 'original': np.float32(0.29213482), 'optimized': np.float32(0.20702328), 'change_pct': np.float32(-29.134336)}, {'param_index': np.int64(5), 'original': np.float32(0.03296703), 'optimized': np.float32(0.10976165), 'change_pct': np.float32(232.94368)}]","[2, 0, 1, 3, 5]"
563,success,[475.  820.   20.5],[486.72       701.36        28.10833333],"[{'param_index': np.int64(2), 'original': np.float32(0.89500004), 'optimized': np.float32(0.8178552), 'change_pct': np.float32(-8.619537)}, {'param_index': np.int64(0), 'original': np.float32(0.7227139), 'optimized': np.float32(0.7671984), 'change_pct': np.float32(6.1552014)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.46354628), 'change_pct': np.float32(-13.390038)}, {'param_index': np.int64(3), 'original': np.float32(0.24719104), 'optimized': np.float32(0.15111068), 'change_pct': np.float32(-38.86887)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.060295783), 'change_pct': np.float32(37.1729)}]","[2, 0, 1, 3, 5]"
566,success,[450. 674.  21.],[429.99  624.84   22.995],"[{'param_index': np.int64(2), 'original': np.float32(0.90500003), 'optimized': np.float32(0.82660204), 'change_pct': np.float32(-8.662761)}, {'param_index': np.int64(0), 'original': np.float32(0.43952802), 'optimized': np.float32(0.3548834), 'change_pct': np.float32(-19.25807)}, {'param_index': np.int64(1), 'original': np.float32(0.36619717), 'optimized': np.float32(0.45157558), 'change_pct': np.float32(23.314875)}, {'param_index': np.int64(60), 'original': np.float32(0.5714286), 'optimized': np.float32(0.5307979), 'change_pct': np.float32(-7.110372)}, {'param_index': np.int64(58), 'original': np.float32(0.63020825), 'optimized': np.float32(0.53341657), 'change_pct': np.float32(-15.358682)}]","[2, 0, 1, 60, 58]"
569,success,[133. 278.  48.],[161.32  325.97   46.455],"[{'param_index': np.int64(2), 'original': np.float32(0.015000002), 'optimized': np.float32(0.10066754), 'change_pct': np.float32(571.1169)}, {'param_index': np.int64(0), 'original': np.float32(0.004719764), 'optimized': np.float32(0.04130862), 'change_pct': np.float32(775.2264)}, {'param_index': np.int64(5), 'original': np.float32(0.7692308), 'optimized': np.float32(0.68439955), 'change_pct': np.float32(-11.028061)}, {'param_index': np.int64(1), 'original': np.float32(0.0042253523), 'optimized': np.float32(0.08254629), 'change_pct': np.float32(1853.5953)}, {'param_index': np.int64(12), 'original': np.float32(0.93574286), 'optimized': np.float32(0.87682563), 'change_pct': np.float32(-6.296305)}]","[2, 0, 5, 1, 12]"
572,success,[455. 810.  21.],[447.26       686.8         28.16666667],"[{'param_index': np.int64(2), 'original': np.float32(0.88500005), 'optimized': np.float32(0.7916134), 'change_pct': np.float32(-10.552163)}, {'param_index': np.int64(0), 'original': np.float32(0.6991151), 'optimized': np.float32(0.79738545), 'change_pct': np.float32(14.056392)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.4898174), 'change_pct': np.float32(-8.481483)}, {'param_index': np.int64(3), 'original': np.float32(0.2247191), 'optimized': np.float32(0.13718763), 'change_pct': np.float32(-38.951508)}, {'param_index': np.int64(5), 'original': np.float32(0.08791209), 'optimized': np.float32(0.05574747), 'change_pct': np.float32(-36.587254)}]","[2, 0, 1, 3, 5]"
592,success,[453.  600.   20.5],[460.68  617.84   24.055],"[{'param_index': np.int64(2), 'original': np.float32(0.65500003), 'optimized': np.float32(0.7298725), 'change_pct': np.float32(11.430915)}, {'param_index': np.int64(0), 'original': np.float32(0.48082596), 'optimized': np.float32(0.42822307), 'change_pct': np.float32(-10.94011)}, {'param_index': np.int64(6), 'original': np.float32(0.7272727), 'optimized': np.float32(0.7770541), 'change_pct': np.float32(6.84494)}, {'param_index': np.int64(1), 'original': np.float32(0.36619717), 'optimized': np.float32(0.29367295), 'change_pct': np.float32(-19.804691)}, {'param_index': np.int64(5), 'original': np.float32(0.3186813), 'optimized': np.float32(0.22094405), 'change_pct': np.float32(-30.669277)}]","[2, 0, 6, 1, 5]"
613,success,[134.  275.   47.5],[159.11  328.45   47.365],"[{'param_index': np.int64(2), 'original': np.float32(0.005000001), 'optimized': np.float32(0.090007044), 'change_pct': np.float32(1700.1406)}, {'param_index': np.int64(0), 'original': np.float32(0.004129794), 'optimized': np.float32(0.043156017), 'change_pct': np.float32(944.99194)}, {'param_index': np.int64(5), 'original': np.float32(0.8681319), 'optimized': np.float32(0.77464813), 'change_pct': np.float32(-10.768381)}, {'param_index': np.int64(1), 'original': np.float32(0.0014084508), 'optimized': np.float32(0.06948705), 'change_pct': np.float32(4833.5806)}, {'param_index': np.int64(12), 'original': np.float32(0.95983934), 'optimized': np.float32(0.8879492), 'change_pct': np.float32(-7.489807)}]","[2, 0, 5, 1, 12]"
637,success,[452. 802.  21.],[455.7        728.93        27.80833333],"[{'param_index': np.int64(2), 'original': np.float32(0.90000004), 'optimized': np.float32(0.81036425), 'change_pct': np.float32(-9.959532)}, {'param_index': np.int64(0), 'original': np.float32(0.7345133), 'optimized': np.float32(0.82784575), 'change_pct': np.float32(12.706709)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.45984897), 'change_pct': np.float32(-14.08085)}, {'param_index': np.int64(3), 'original': np.float32(0.23595506), 'optimized': np.float32(0.16546158), 'change_pct': np.float32(-29.875807)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.029176826), 'change_pct': np.float32(-33.622723)}]","[2, 0, 1, 3, 5]"
641,success,[499.  603.   16.5],[344.69 569.33  23.4 ],"[{'param_index': np.int64(6), 'original': np.float32(0.7090909), 'optimized': np.float32(0.6305921), 'change_pct': np.float32(-11.070341)}, {'param_index': np.int64(2), 'original': np.float32(0.49499997), 'optimized': np.float32(0.40861335), 'change_pct': np.float32(-17.451843)}, {'param_index': np.int64(0), 'original': np.float32(0.36873156), 'optimized': np.float32(0.37655705), 'change_pct': np.float32(2.122274)}, {'param_index': np.int64(1), 'original': np.float32(0.26760563), 'optimized': np.float32(0.16867463), 'change_pct': np.float32(-36.968952)}, {'param_index': np.int64(13), 'original': np.float32(0.819767), 'optimized': np.float32(0.7982089), 'change_pct': np.float32(-2.6297846)}]","[6, 2, 0, 1, 13]"
670,success,[450.  810.   21.5],[444.1  725.48  28.38],"[{'param_index': np.int64(2), 'original': np.float32(0.91), 'optimized': np.float32(0.8147727), 'change_pct': np.float32(-10.464539)}, {'param_index': np.int64(0), 'original': np.float32(0.7227139), 'optimized': np.float32(0.8200064), 'change_pct': np.float32(13.462103)}, {'param_index': np.int64(1), 'original': np.float32(0.53521127), 'optimized': np.float32(0.46308267), 'change_pct': np.float32(-13.476658)}, {'param_index': np.int64(3), 'original': np.float32(0.24719104), 'optimized': np.float32(0.15124674), 'change_pct': np.float32(-38.813828)}, {'param_index': np.int64(5), 'original': np.float32(0.043956045), 'optimized': np.float32(0.066520855), 'change_pct': np.float32(51.33494)}]","[2, 0, 1, 3, 5]"
695,success,[478. 600.  18.],[464.48  603.31   26.215],"[{'param_index': np.int64(2), 'original': np.float32(0.595), 'optimized': np.float32(0.69141525), 'change_pct': np.float32(16.204239)}, {'param_index': np.int64(6), 'original': np.float32(0.76363635), 'optimized': np.float32(0.7598742), 'change_pct': np.float32(-0.49265936)}, {'param_index': np.int64(0), 'original': np.float32(0.4454277), 'optimized': np.float32(0.5276957), 'change_pct': np.float32(18.469446)}, {'param_index': np.int64(1), 'original': np.float32(0.33802816), 'optimized': np.float32(0.24638373), 'change_pct': np.float32(-27.111479)}, {'param_index': np.int64(5), 'original': np.float32(0.3186813), 'optimized': np.float32(0.22690484), 'change_pct': np.float32(-28.798822)}]","[2, 6, 0, 1, 5]"
