sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_params
1469,success,"[131.0, 278.0, 47.5]","[162.47, 326.42, 45.59]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.1006675437092781, 'change_pct': 571.1168823242188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0064896754920482635, 'optimized': 0.042014751583337784, 'change_pct': 547.4091186523438}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8791208267211914, 'optimized': 0.7942895889282227, 'change_pct': -9.649554252624512}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.08143080025911331, 'change_pct': 2790.793212890625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9357428550720215, 'optimized': 0.8780291676521301, 'change_pct': -6.167686939239502}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1480,success,"[133.0, 278.0, 47.0]","[159.17, 325.19, 45.535]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10679937899112701, 'change_pct': 967.9938354492188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.10065533220767975, 'change_pct': 3312.2158203125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8461538553237915, 'optimized': 0.7473141551017761, 'change_pct': -11.681055068969727}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.05371534824371338, 'change_pct': 3713.789794921875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9357428550720215, 'optimized': 0.8934577107429504, 'change_pct': -4.518885135650635}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1487,success,"[133.0, 282.0, 47.5]","[159.54, 326.96, 46.27]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.0925925150513649, 'change_pct': 517.2833251953125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.10153496265411377, 'change_pct': 2051.27197265625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7692307829856873, 'optimized': 0.7156128287315369, 'change_pct': -6.970334053039551}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09219574928283691, 'change_pct': 6445.8974609375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9196786880493164, 'optimized': 0.8896289467811584, 'change_pct': -3.2674174308776855}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1496,success,"[135.0, 277.0, 48.5]","[161.41, 323.78, 47.09]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.09878821671009064, 'change_pct': 558.5880126953125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.04340332746505737, 'change_pct': 819.6080322265625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8461538553237915, 'optimized': 0.7526701092720032, 'change_pct': -11.048079490661621}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8770416975021362, 'change_pct': -7.070908546447754}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1497,success,"[420.0, 553.0, 22.0]","[433.32, 537.0, 24.96]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.5900000333786011, 'optimized': 0.4941105842590332, 'change_pct': -16.2524471282959}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.4808259606361389, 'optimized': 0.433724045753479, 'change_pct': -9.796042442321777}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.800000011920929, 'optimized': 0.7056633830070496, 'change_pct': -11.792078971862793}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.3661971688270569, 'optimized': 0.2715006470680237, 'change_pct': -25.85943603515625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.23076921701431274, 'optimized': 0.138637974858284, 'change_pct': -39.92353820800781}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
1517,success,"[474.0, 577.0, 19.5]","[375.06, 463.94, 29.99]","[{'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.6727272868156433, 'optimized': 0.5742629170417786, 'change_pct': -14.636595726013184}, {'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4749999940395355, 'optimized': 0.45239922404289246, 'change_pct': -4.758057117462158}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.4159291982650757, 'optimized': 0.33552828431129456, 'change_pct': -19.330432891845703}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.23943662643432617, 'optimized': 0.17396439611911774, 'change_pct': -27.344284057617188}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3186812996864319, 'optimized': 0.22647643089294434, 'change_pct': -28.93325424194336}]","[6, 2, 0, 1, 5]","['铌', '锰', '碳', '硅', '钛']"
1519,success,"[133.0, 280.0, 48.0]","[161.88, 324.435, 46.405]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.1006675437092781, 'change_pct': 571.1168823242188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.04083786532282829, 'change_pct': 1053.669677734375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8461538553237915, 'optimized': 0.7613226175308228, 'change_pct': -10.02550983428955}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.08031530678272247, 'change_pct': 5602.38671875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9558231830596924, 'optimized': 0.8929254412651062, 'change_pct': -6.580478668212891}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1524,success,"[138.0, 274.0, 49.5]","[161.7, 302.54, 47.59]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.08701373636722565, 'change_pct': 480.09149169921875}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.10160048305988312, 'change_pct': 1813.475830078125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8021977543830872, 'optimized': 0.900822103023529, 'change_pct': 12.294268608093262}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.005998633336275816, 'change_pct': 325.9029541015625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9558231830596924, 'optimized': 0.8640167713165283, 'change_pct': -9.604957580566406}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1537,success,"[139.0, 276.0, 45.5]","[161.24, 325.69, 45.94]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10282116383314133, 'change_pct': 928.211669921875}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.007669616490602493, 'optimized': 0.09726464003324509, 'change_pct': 1168.1812744140625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.722819447517395, 'change_pct': -11.11274528503418}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.0836985781788826, 'change_pct': 5842.5986328125}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8548077940940857, 'change_pct': -9.426755905151367}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1542,success,"[459.0, 566.0, 21.5]","[417.62, 536.85, 29.82]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4749999940395355, 'optimized': 0.3943135738372803, 'change_pct': -16.986614227294922}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.3923303782939911, 'optimized': 0.461220383644104, 'change_pct': 17.55918312072754}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.6909090876579285, 'optimized': 0.5963758230209351, 'change_pct': -13.682445526123047}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2957746386528015, 'optimized': 0.20032712817192078, 'change_pct': -32.27035140991211}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3076923191547394, 'optimized': 0.21017691493034363, 'change_pct': -31.6925048828125}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
1555,success,"[379.0, 668.0, 20.5]","[377.94, 650.47, 24.69]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.925000011920929, 'optimized': 0.8720940351486206, 'change_pct': -5.719564914703369}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.44542768597602844, 'optimized': 0.4290279150009155, 'change_pct': -3.6818032264709473}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.39436620473861694, 'optimized': 0.43843111395835876, 'change_pct': 11.173601150512695}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.15261054039001465, 'optimized': 0.05945916101336479, 'change_pct': -61.03862380981445}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.20879119634628296, 'optimized': 0.13891872763633728, 'change_pct': -33.46523666381836}]","[2, 0, 1, 12, 5]","['锰', '碳', '硅', '卷取温度平均值', '钛']"
1567,success,"[139.0, 275.0, 49.0]","[179.05, 303.87, 46.8]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09938715398311615, 'change_pct': 893.87158203125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.10148637741804123, 'change_pct': 2050.24267578125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8571428656578064, 'optimized': 0.7610754370689392, 'change_pct': -11.207866668701172}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.10084956884384155, 'change_pct': 7060.31884765625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8969893455505371, 'change_pct': -4.957306861877441}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1581,success,"[481.0, 585.0, 20.0]","[457.89, 563.35, 27.395]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4899999797344208, 'optimized': 0.518834114074707, 'change_pct': 5.884517192840576}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7272726893424988, 'optimized': 0.6294933557510376, 'change_pct': -13.444659233093262}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.41002947092056274, 'optimized': 0.5051740407943726, 'change_pct': 23.20432472229004}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2957746386528015, 'optimized': 0.19800443947315216, 'change_pct': -33.055641174316406}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.34065932035446167, 'optimized': 0.24175822734832764, 'change_pct': -29.032257080078125}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
1597,success,"[478.0, 586.0, 19.0]","[403.07, 558.66, 26.795]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4699999988079071, 'optimized': 0.3725000023841858, 'change_pct': -20.744680404663086}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.4277285933494568, 'optimized': 0.4258660674095154, 'change_pct': -0.43544572591781616}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7090908885002136, 'optimized': 0.6223642826080322, 'change_pct': -12.23067569732666}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.30985915660858154, 'optimized': 0.29877692461013794, 'change_pct': -3.576538324356079}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3186812996864319, 'optimized': 0.21978020668029785, 'change_pct': -31.034481048583984}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
1629,success,"[131.0, 277.0, 47.0]","[161.63, 302.01, 45.2]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.08314645290374756, 'change_pct': 731.464599609375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.09929792582988739, 'change_pct': 3266.199951171875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7472527623176575, 'optimized': 0.8458771109580994, 'change_pct': 13.198258399963379}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.005998633336275816, 'change_pct': 325.9029541015625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9518072605133057, 'optimized': 0.8600476384162903, 'change_pct': -9.640567779541016}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
1637,success,"[405.0, 667.0, 20.5]","[387.04, 664.28, 30.505]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.9000000357627869, 'optimized': 0.9669374227523804, 'change_pct': 7.4374871253967285}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.41002947092056274, 'optimized': 0.48101621866226196, 'change_pct': 17.312597274780273}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.35211268067359924, 'optimized': 0.2605518102645874, 'change_pct': -26.003286361694336}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.25274723768234253, 'optimized': 0.17837783694267273, 'change_pct': -29.42441749572754}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.17670679092407227, 'optimized': 0.16207671165466309, 'change_pct': -8.279296875}]","[2, 0, 1, 5, 12]","['锰', '碳', '硅', '钛', '卷取温度平均值']"
1654,success,"[137.0, 274.0, 49.0]","[162.54, 302.85, 47.245]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.020000001415610313, 'optimized': 0.08134791254997253, 'change_pct': 306.7395324707031}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0, 'optimized': 0.07912962883710861, 'change_pct': inf}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8681318759918213, 'optimized': 0.9425824880599976, 'change_pct': 8.575956344604492}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09818990528583527, 'change_pct': 6871.48291015625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8911336064338684, 'change_pct': -5.577765941619873}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
